id,name,buildingType,specificBuildingType,description,closedDays,openHour,closeHour,notes
1119,"The Marmorarin Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1120,"The Quarryeye Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1121,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1122,"The Biaissa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1123,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1124,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1125,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1126,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1127,"The Torlion Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1128,"The Enoëre Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1129,"The Podsmial Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1130,"The Chrysorin Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1131,"The Maernsithek Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1132,"The Sardakax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1133,"The Spineltoss Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1134,"The Dryearaltin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1135,"The Pipegot Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1136,"The Goldenbeard Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1137,"The Roughpath Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1138,"The Hunithlylth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1139,"The Pewterlore Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1140,"The Loambrook Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1141,"The Bardur Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1142,"The Obsidianpunch Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1143,"The Swiftheart Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1144,"The Dwinsithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1145,"The Dwinsithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1146,"The Bannes Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1147,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1148,"The Berylpick Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1149,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1150,"The Berylpick Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1151,"The Hunithvalsa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1152,"The Kennyratear Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1153,"The Peridorith Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1154,"The Kennyratear Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1155,"The Bronzepick Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1156,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1157,"The Melithurdrenn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1158,"The Penitent Hound Smelter","ARTISAN","foundry","Average quality foundry","[6,7]",9,17,""
1159,"The Norrethym Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1160,"The Bronzecrack Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1161,"The Jalanrin Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1162,"The Barawryn Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1163,"The Gooldman Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1164,"The Tyrnearnith Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1165,"The Oathball Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1166,"The Bellyguard Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1167,"The Dwinlylth Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1168,"The Greatwedge Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1169,"The Sarrier Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1170,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1171,"The Teasenurdrenn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1172,"The Finebraid Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1173,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1174,"The Auvreaelrvis Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1175,"The Aragassa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1176,"The Fornoar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1177,"The Tunnellyiffer Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1178,"The Jarzemyax Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1179,"The Dirththym Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1180,"Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1181,"The Thickcrust Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1182,"The Salina Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1183,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1184,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1185,"The Meliththym Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1186,"The Rubblehild Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1187,"The Pewterchin Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1188,"The Melitharnith-Aleanurdrenn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1189,"The Chetgee Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1190,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1191,"The Harzys Residence","RESIDENCE","abandoned squat","Squat in abandoned building",,,,""
1192,"The Teaner Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1193,"The Sparkling Stag bard","ARTISAN","bard","Average bard","[6,7]",9,17,""
1194,"The Bagmathom Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1195,"The Trueboots Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1196,"The Atraissa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1197,"The Soothing Flats","RESIDENCE","house share","Shared home",,,,""
1198,"The Burrowfield Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1199,"The Guilmarn Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1200,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1201,"The Silverhunter Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1202,"The Stoutfall Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1203,"The Sparklemask Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1204,"The Aleatear Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1205,"The Shadowpeak Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1206,"The Belloram Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1207,"The Teasenarnith Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1208,"The Tookworthy Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1209,"The Myrthatear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1210,"The Squiggleguard Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1211,"The Rubychurn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1212,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1213,"The Archorith Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1214,"The Lightner Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1215,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1216,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1217,"The Chrysoyax Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1218,"The Sidereorin Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1219,"The Brickhunter Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1220,"The Shortback Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1221,"The Malachoassa Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1222,"The Drakhri Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1223,"The Sacklock Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1224,"The Fareward Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1225,"The Underhouse Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1226,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1227,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1228,"The Teasenrae Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1229,"The Truegrace Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1230,"The Aleatylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1231,"The Silverthread Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1232,"The Mathombrace Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1233,"The Mathombrace Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1234,"The Zalarila Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1235,"The Banniatear Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1236,"The Bradur Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1237,"The Maiden and Mage","INN","large inn","Large inn","[]",11,1,""
1238,"The Bronzecrag Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1239,"Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1240,"The Mugwort Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1241,"The Dryearsithek Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1242,"The Bronzebeard Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1243,"The Linspar Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1244,"The Quillreach Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1245,"The Boldhide Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1246,"The Taval Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1247,"The Rilynnthym Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1248,"The Jadethrow Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1249,"The Boonfield Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1250,"The Oathball Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1251,"The Oathball Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1252,"The Dusoto Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1253,"The Brickprayer Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1254,"The Freanisithek Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1255,"The Kennyrtylar Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1256,"The Eyllisurdrenn Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1257,"The Arvel Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1258,"The Quartznail Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1259,"The Weediffer Residence","RESIDENCE","upper class home","Upper-class home",,,,""
1260,"The Ship Builders","INDUSTRIAL","shipyard","Shipyard to build and repair ships",,,,""
1261,"The Artisanal Thread","SHOP","mercer","Mercer","[6,7]",9,17,""
1262,"The Silverhunter Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1263,"The Silverhunter Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1264,"The Pewterdown Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1265,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1266,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1267,"The Goodbuck Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1268,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1269,"The Myrthvalsa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1270,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1271,"The Siltseeker Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1272,"The Hlaeitryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1273,"Regal Mold","ARTISAN","foundry","Great quality foundry","[6,7]",9,17,""
1274,"The Spinelwall Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1275,"The Rubblecall Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1276,"The Merthyr Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1277,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1278,"The Dryearlylth Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1279,"The Baradrax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1280,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1281,"The Myrthatear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1282,"The Thistlerock Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1283,"The Copperbadge Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1284,"The Baequidlues Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1285,"The Goldenstrata Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1286,"The Oathaxe Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1287,"The Spinelaxe Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1288,"The Hlaealtin Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1289,"The Killetylar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1290,"The Chrysoyax Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1291,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1292,"The Dryearghymn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1293,"The Gooldner Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1294,"The Tolarmej Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1295,"The Freaniathem Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1296,"The Greenman Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1297,"The Leerogers Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1298,"The Alemace Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1299,"The Oakfin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1300,"The Archoissa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1301,"The Frowal Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1302,"The Hlaesithek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1303,"The Steeltrove Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1304,"The Tyrettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1305,"The Bannitryn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1306,"The Noakgarden Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1307,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1308,"The Jassolind Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1309,"The Killeaear Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1310,"The Orledlues Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1311,"The Biaissa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1312,"The Proudbairn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1313,"The Orledlues Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1314,"The Heasivalsa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1315,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1316,"The Myrthghymn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1317,"The Dryearurdrenn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1318,"The Chalkvault Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1319,"The Chalkvault Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1320,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1321,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1322,"The Tosslebranch Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1323,"The Jazrayax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1324,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1325,"The Gravelchain Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1326,"The Beruassa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1327,"The Marrin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1328,"The Bhakriila Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1329,"The Pellettwist Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1330,"The Hillbeard Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1331,"The Hillbeard Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1332,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1333,"The Hunithelrvis Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1334,"The Herrul Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1335,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1336,"The Pristine Toad singer","ARTISAN","singer","Good singer","[6,7]",9,17,""
1337,"The Aleanddare Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1338,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1339,"The Haryax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1340,"The Loamhome Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1341,"The Nutdwadle Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1342,"The Chroila Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1343,"The Ousseathym-Melitharnith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1344,"The Marmoraissa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1345,"The Keruxarin Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1346,"The Quietbell Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1347,"The Prothoon Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1348,"The Longger Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1349,"The Arabidlues Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1350,"The Auvreaundlin Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1351,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1352,"The Magner-Tunnellygin Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1353,"The Rixju Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1354,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1355,"The Shortback Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1356,"The Ottlan Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1357,"The Bellowstamp-Broadstone Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1358,"The Rhadadrax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1359,"The Rusalmna Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1360,"The Copperfoot Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1361,"The Copperfoot Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1362,"The Kralkawryn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1363,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1364,"The Scarvariel Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1365,"The Melithettln Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1366,"The Nickelwall Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1367,"The Chubbhouse Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1368,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1369,"The Eyllisatear Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1370,"The Hakhoim Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1371,"The Rumblehair Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1372,"The Norrevalsa Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1373,"The Sacklock Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1374,"The Fluketrick Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1375,"The Onyxhunter Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1376,"The Darkhelm Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1377,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1378,"The Patient Badger Smelter","ARTISAN","foundry","Great quality foundry","[6,7]",9,17,""
1379,"The Aleaettln Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1380,"The Candrak Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1381,"The Candrak Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1382,"The Hurokax Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1383,"The Rhojann Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1384,"The Pipebutton Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1385,"The Twoweed Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1386,"The Underhouse Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1387,"The Underhouse Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1388,"The Aleanundlin Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1389,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1390,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1391,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1392,"The Quickriver Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1393,"The Pelletmane Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1394,"The Jaspercrusher Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1395,"The Norrearnith Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1396,"The Kennyrelrvis Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1397,"The Dustfirn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1398,"The Ancaroth Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1399,"The Norrearnith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1400,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1401,"The Strongrock Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1402,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1403,"The Strongrock Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1404,"The Holgar Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1405,"The Gardsmial Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1406,"The Ancaassa Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1407,"The Caveshovel Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1408,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1409,"The Sarkinos Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1410,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1411,"The Myrthghymn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1412,"The Goldcheek Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1413,"The Tinkerpeak Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1414,"The Kennyrsithek Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1415,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1416,"The Hayumble Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1417,"The Copperstone Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1418,"The Comely fiddler","ARTISAN","fiddler","Master fiddler","[6,7]",9,17,""
1419,"The Gysselrvis Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1420,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1421,"The Palletfront Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1422,"The Norrelrvis Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1423,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1424,"The Cadrariel Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1425,"The Bronzebeard Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1426,"The Palletcheek Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1427,"The Lazulorith Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1428,"The Tyreplith Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1429,"The Tyreplith Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1430,"The Bankstrong Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1431,"The Gravelstone Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1432,"The Nickeldrum Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1433,"The Geodehold Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1434,"The Dryearettln Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1435,"The Hayhead Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1436,"The Spheneflail Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1437,"The Runecairn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1438,"The Fareward Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1439,"The Fiddlehold Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1440,"The Bafflegift Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1441,"The Thistlecloak Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1442,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1443,"The Doresister Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1444,"The Bronzefriend Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1445,"The Auvreatlarn Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1446,"The Istidom Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1447,"The Archorin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1448,"The Fumpsil Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1449,"The Rootwort Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1450,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1451,"The Gemcart Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1452,"Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1453,"The Copperthane Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1454,"The Temontel Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1455,"The Goldensink Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1456,"The Digglebrace Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1457,"The Liquemar Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1458,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1459,"Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1460,"The Adrariel Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1461,"The Killedlues Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1462,"The Fineflight Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1463,"The Chroriel Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1464,"The Arabialtin Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1465,"The Longbrand Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1466,"The Bronzecrack Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1467,"The Myrthtlarn Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1468,"The Rubytrove Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1469,"The Lavadigger Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1470,"The Toggleseeker Residence","RESIDENCE","lower class home","Lower-class home",,,,""
1471,"The Bulgebuck Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1472,"The Bulgebuck Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1473,"The Freaniettln Residence","RESIDENCE","middle class home","Middle-class home",,,,""
1474,"The Belor Residence","RESIDENCE","middle class home","Middle-class home",,,,""
